rpm;T;Q;P;CT;CQ;CP
1039;4.554853502422042;0.1701461676302809;18.514868302672305;0.0302650364931259;0.0014131848504451;0.0088793022886459
1040;4.564362902105672;0.1704769586289833;18.56871866545154;0.0302699268871536;0.001413210667162;0.0088794644998621
1041;4.573882010235639;0.1708080637739724;18.62267256799044;0.0302748069038841;0.0014132363757993;0.008879626031994
1042;4.583410826769611;0.1711394830679821;18.67673010929165;0.0302796765757384;0.0014132619768589;0.0088797868881954
1043;4.592949351792444;0.1714712165147288;18.7308913884663;0.0302845359358422;0.0014132874708481;0.0088799470716543
1044;4.602497585307364;0.1718032641174187;18.785156504571308;0.0302893850166443;0.0014133128582676;0.0088801065855155
1045;4.612055527245465;0.1721356258783402;18.839525556564443;0.0302942238499845;0.0014133381396077;0.0088802654328596
1046;4.621623177673567;0.1724683018010879;18.89399864354757;0.0302990524684618;0.0014133633153666;0.0088804236168184
1047;4.631200536578397;0.1728012918886554;18.948575864558137;0.0303038709040145;0.0014133883860354;0.008880581140476
1048;4.640787603975618;0.1731345961439111;19.00325731862111;0.0303086791886377;0.0014134133521012;0.0088807380068941
1049;4.650384379846424;0.1734682145698211;19.05804310477338;0.0303134773539688;0.0014134382140496;0.008880894219123
1050;4.659990864223093;0.1738021471696566;19.11293332208665;0.0303182654318473;0.001413462972366;0.0088810497802126
1051;4.669607057102894;0.174136393946072;19.16792806956608;0.0303230434537531;0.0014134876275281;0.0088812046931652
1052;4.679232958534908;0.1744709549027078;19.223027446326604;0.0303278114513719;0.0014135121800194;0.0088813589610177
1053;4.688868568510403;0.1748058300423937;19.278231551395265;0.0303325694558835;0.001413536630314;0.0088815125867496
1054;4.69851388698052;0.1751410193675144;19.333540483751158;0.0303373174980807;0.0014135609788801;0.0088816655733022
1055;4.708168913972977;0.1754765228811317;19.38895434244918;0.0303420556091239;0.0014135852261888;0.0088818179236358
1056;4.717833649569145;0.1758123405868221;19.44447322660248;0.0303467838203898;0.0014136093727129;0.0088819696407211
1057;4.727508093667568;0.1761484724867786;19.50009723517249;0.0303515021619508;0.0014136334189115;0.0088821207274433
1058;4.737192246317193;0.1764849185842114;19.555826467234315;0.0303562106647219;0.0014136573652498;0.008882271186724
1059;4.746886107545047;0.1768216788820508;19.61166102183336;0.0303609093593501;0.0014136812121879;0.0088824210214553
1060;4.756589677360217;0.1771587533831988;19.6676009980131;0.0303655982762415;0.0014137049601836;0.0088825702345127
1061;4.766302955732331;0.1774961420906707;19.72364649483081;0.0303702774454266;0.001413728609693;0.0088827188287625
1062;4.776025942736143;0.1778338450074418;19.7797976113406;0.030374946897482;0.0014137521611695;0.0088828668070539
1063;4.785758638348409;0.1781718621363329;19.83605444658061;0.0303796066622361;0.0014137756150631;0.0088830141722137
1064;4.795501042467038;0.1785101934790263;19.89241709946332;0.0303842567688963;0.0014137989718123;0.0088831609269971
1065;4.805253155271075;0.1788488390401904;19.94888566923491;0.0303888972483311;0.001413822231877;0.0088833070742937
1066;4.815014976680871;0.1791877988216917;20.005460254830805;0.0303935281296467;0.0014138453956925;0.0088834526168386
1067;4.8247865066460935;0.1795270728258268;20.062140955235204;0.0303981494420173;0.0014138684636952;0.0088835975573745
1068;4.834567745285557;0.1798666610565501;20.11892786961871;0.0304027612155632;0.0014138914363325;0.0088837418987115
1069;4.844358692599981;0.1802065635164749;20.175821097003443;0.0304073634795387;0.0014139143140387;0.008883885643579
1070;4.854159348470818;0.1805467802071718;20.23282073629578;0.0304119562623324;0.0014139370972378;0.008884028794641
